label,file_name,url
"Annual Budget Statement English 202021","Annual_Budget_Statement_English_202021.pdf","https://www.finance.gov.pk/budget/Annual_budget_Statement_English_202021.pdf"
"Annual Budget Statement Urdu 202021","Annual_Budget_Statement_Urdu_202021.pdf","https://www.finance.gov.pk/budget/Annual_budget_Statement_Urdu_202021.pdf"
"Budget In Brief 2020 21 English","Budget_In_Brief_2020_21_English.pdf","https://www.finance.gov.pk/budget/Budget_in_Brief_2020_21_English.pdf"
"Budget In Brief 2020 21 Urdu1","Budget_In_Brief_2020_21_Urdu1.pdf","https://www.finance.gov.pk/budget/Budget_in_Brief_2020_21_Urdu1.pdf"
"Budget Speech English 2020 21","Budget_Speech_English_2020_21.pdf","https://www.finance.gov.pk/budget/budget_speech_english_2020_21.pdf"
"Budget Speech Urdu 2020 21","Budget_Speech_Urdu_2020_21.pdf","https://www.finance.gov.pk/budget/budget_speech_urdu_2020_21.pdf"
"Demands For Grants Appropriations 2020 21","Demands_For_Grants_Appropriations_2020_21.pdf","https://www.finance.gov.pk/budget/Demands_for_Grants_Appropriations_2020_21.pdf"
"Em Of Federal Receipts Foreign 2020 21","Em_Of_Federal_Receipts_Foreign_2020_21.pdf","https://www.finance.gov.pk/budget/EM_of_Federal_Receipts_Foreign_2020_21.pdf"
"Mtpb Budget 2020 23","Mtpb_Budget_2020_23.pdf","https://www.finance.gov.pk/budget/MTPB_Budget_2020_23.pdf"
"Statement Mtbs 2020 23","Statement_Mtbs_2020_23.pdf","https://www.finance.gov.pk/budget/Statement_MTBS_2020_23.pdf"
