label,file_name,url
"Agriculture","Agriculture.pdf","https://www.finance.gov.pk/survey/chapter_24/2_agriculture.pdf"
"Annex 1 Contingent","Annex_1_Contingent.pdf","https://www.finance.gov.pk/survey/chapter_24/annex%201_contingent.pdf"
"Annex 2 Tax Expenditure","Annex_2_Tax_Expenditure.pdf","https://www.finance.gov.pk/survey/chapter_24/annex%202_tax%20expenditure.pdf"
"Annex 3 Qna","Annex_3_Qna.pdf","https://www.finance.gov.pk/survey/chapter_24/annex%203_qna.pdf"
"Capital Markets","Capital_Markets.pdf","https://www.finance.gov.pk/survey/chapter_24/6_capital%20markets.pdf"
"Climate Change","Climate_Change.pdf","https://www.finance.gov.pk/survey/chapter_24/17_climate%20change.pdf"
"Economic Survey 2023 24","Economic_Survey_2023_24.pdf","https://www.finance.gov.pk/survey/chapter_24/Economic_Survey_2023_24.pdf"
"Education","Education.pdf","https://www.finance.gov.pk/survey/chapter_24/10_education.pdf"
"Energy","Energy.pdf","https://www.finance.gov.pk/survey/chapter_24/14_energy.pdf"
"Fiscal Development","Fiscal_Development.pdf","https://www.finance.gov.pk/survey/chapter_24/4_fiscal%20development.pdf"
"Growth","Growth.pdf","https://www.finance.gov.pk/survey/chapter_24/1_growth.pdf"
"Health","Health.pdf","https://www.finance.gov.pk/survey/chapter_24/11_health.pdf"
"Highlights","Highlights.pdf","https://www.finance.gov.pk/survey/chapter_24/Highlights.pdf"
"Inflation","Inflation.pdf","https://www.finance.gov.pk/survey/chapter_24/7_inflation.pdf"
"Information Technology","Information_Technology.pdf","https://www.finance.gov.pk/survey/chapter_24/15_information%20technology.pdf"
"Manufacturing And Mining","Manufacturing_And_Mining.pdf","https://www.finance.gov.pk/survey/chapter_24/3_manufacturing%20and%20mining.pdf"
"Money And Credit","Money_And_Credit.pdf","https://www.finance.gov.pk/survey/chapter_24/5_money%20and%20credit.pdf"
"Overview 2023 24","Overview_2023_24.pdf","https://www.finance.gov.pk/survey/chapter_24/overview%202023-24.pdf"
"Population","Population.pdf","https://www.finance.gov.pk/survey/chapter_24/12_population.pdf"
"Public Debt","Public_Debt.pdf","https://www.finance.gov.pk/survey/chapter_24/9_public%20debt.pdf"
"Social Indicators","Social_Indicators.pdf","https://www.finance.gov.pk/survey/chapter_24/social_indicators.pdf"
"Social Protection","Social_Protection.pdf","https://www.finance.gov.pk/survey/chapter_24/16_social%20protection.pdf"
"Statistical Supplement","Statistical_Supplement.zip","https://www.finance.gov.pk/supplement_2023_24.zip"
"Supplement 2017 18","Supplement_2017_18.pdf","https://www.finance.gov.pk/Supplement_2017_18.pdf"
"Supplement 2018 19","Supplement_2018_19.pdf","https://www.finance.gov.pk/Supplement_2018_19.pdf"
"Supplement 2019 20","Supplement_2019_20.pdf","https://www.finance.gov.pk/Supplement_2019_20.pdf"
"Supplement 2020 21","Supplement_2020_21.pdf","https://www.finance.gov.pk/Supplement_2020_21.pdf"
"Supplement 2021 22","Supplement_2021_22.pdf","https://www.finance.gov.pk/supplement_2021_22.pdf"
"Trade And Payments","Trade_And_Payments.pdf","https://www.finance.gov.pk/survey/chapter_24/8_trade%20and%20payments.pdf"
"Transport","Transport.pdf","https://www.finance.gov.pk/survey/chapter_24/13_transport.pdf"
